5BSclXJTa9B0iURhUjZo50,3ZFTkvIE7kyPt6Nu3PEa7V,La Tortura (feat. Alejandro Sanz),Hips Don't Lie (feat. Wyclef Jean),0.1
5BSclXJTa9B0iURhUjZo50,6YZdkObH88npeKrrkb8Ggf,La Tortura (feat. Alejandro Sanz),DUELE EL CORAZON (feat. Wisin),0.08
5BSclXJTa9B0iURhUjZo50,7nKBxz47S9SD79N086fuhn,La Tortura (feat. Alejandro Sanz),SUBEME LA RADIO,0.21
5BSclXJTa9B0iURhUjZo50,4ggiDYAkJ7Yk8d5xOr7Xjo,La Tortura (feat. Alejandro Sanz),Me Niego (feat. Ozuna & Wisin),0.09
5BSclXJTa9B0iURhUjZo50,4QtiVmuA88tPQiCOHZuQ5b,La Tortura (feat. Alejandro Sanz),"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0.12
5BSclXJTa9B0iURhUjZo50,0KoiMHhqKLoL4xM54rcWYY,La Tortura (feat. Alejandro Sanz),"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",0.08
5BSclXJTa9B0iURhUjZo50,079Ey5uxL04AKPQgVQwx5h,La Tortura (feat. Alejandro Sanz),Baila Conmigo (with Rauw Alejandro),0.12
5BSclXJTa9B0iURhUjZo50,2XIc1pqjXV3Cr2BQUGNBck,La Tortura (feat. Alejandro Sanz),LA NOCHE DE ANOCHE,0.19
5BSclXJTa9B0iURhUjZo50,2UW7JaomAMuX9pZrjVpHAU,La Tortura (feat. Alejandro Sanz),La Bebe - Remix,0.14
3ZFTkvIE7kyPt6Nu3PEa7V,6YZdkObH88npeKrrkb8Ggf,Hips Don't Lie (feat. Wyclef Jean),DUELE EL CORAZON (feat. Wisin),0.12
3ZFTkvIE7kyPt6Nu3PEa7V,4ggiDYAkJ7Yk8d5xOr7Xjo,Hips Don't Lie (feat. Wyclef Jean),Me Niego (feat. Ozuna & Wisin),0.11
